Associated Gene Name	Description	Gene Biotype
CHRNA7	cholinergic receptor, nicotinic, alpha 7 (neuronal)	protein_coding
RPL14	ribosomal protein L14	protein_coding
WHSC1L1	Wolf-Hirschhorn syndrome candidate 1-like 1	protein_coding
KLHL8	kelch-like 8 (Drosophila)	protein_coding
OCA2	oculocutaneous albinism II	protein_coding
HS3ST2	heparan sulfate (glucosamine) 3-O-sulfotransferase 2	protein_coding
SLAMF9	SLAM family member 9	protein_coding
KCNJ11	potassium inwardly-rectifying channel, subfamily J, member 11	protein_coding
FLVCR2	feline leukemia virus subgroup C cellular receptor family, member 2	protein_coding
PIGM	phosphatidylinositol glycan anchor biosynthesis, class M	protein_coding
KCNJ10	potassium inwardly-rectifying channel, subfamily J, member 10	protein_coding
CRCP	CGRP receptor component	protein_coding
FAM198B	family with sequence similarity 198, member B	protein_coding
IKZF5	IKAROS family zinc finger 5 (Pegasus)	protein_coding
KCNJ9	potassium inwardly-rectifying channel, subfamily J, member 9	protein_coding
SLC10A1	solute carrier family 10 (sodium/bile acid cotransporter family), member 1	protein_coding
IGSF8	immunoglobulin superfamily, member 8	protein_coding
TUBB1	tubulin, beta 1 class VI	protein_coding
OCM	oncomodulin	protein_coding
LL22NC01-81G9.3		antisense
CABLES2	Cdk5 and Abl enzyme substrate 2	protein_coding
ATP5E	ATP synthase, H+ transporting, mitochondrial F1 complex, epsilon subunit	protein_coding
TRIM6-TRIM34	TRIM6-TRIM34 readthrough	protein_coding
TRIM6-TRIM34	TRIM6-TRIM34 readthrough	protein_coding
ANKRD28	ankyrin repeat domain 28	protein_coding
EVX2	even-skipped homeobox 2	protein_coding
RP11-265M18.2		antisense
IL13RA1	interleukin 13 receptor, alpha 1	protein_coding
KIAA1598	KIAA1598	protein_coding
CHRDL1	chordin-like 1	protein_coding
RP11-327L3.1		lincRNA
SBF2	SET binding factor 2	protein_coding
HOXD13	homeobox D13	protein_coding
SYNGAP1	synaptic Ras GTPase activating protein 1	protein_coding
ATP1A2	ATPase, Na+/K+ transporting, alpha 2 polypeptide	protein_coding
KIAA1967	KIAA1967	protein_coding
MURC	muscle-related coiled-coil protein	protein_coding
HOXD12	homeobox D12	protein_coding
APBB3	amyloid beta (A4) precursor protein-binding, family B, member 3	protein_coding
SLMO2	slowmo homolog 2 (Drosophila)	protein_coding
BDH2	3-hydroxybutyrate dehydrogenase, type 2	protein_coding
ARSI	arylsulfatase family, member I	protein_coding
RP11-305P22.5		lincRNA
HOXD11	homeobox D11	protein_coding
HAR1B	highly accelerated region 1B (non-protein coding)	lincRNA
HAR1A	highly accelerated region 1A (non-protein coding)	lincRNA
PRPF40B	PRP40 pre-mRNA processing factor 40 homolog B (S. cerevisiae)	protein_coding
LL22NC03-80A10.6		pseudogene
HOXD10	homeobox D10	protein_coding
HERC2	HECT and RLD domain containing E3 ubiquitin protein ligase 2	protein_coding
CCZ1	CCZ1 vacuolar protein trafficking and biogenesis associated homolog (S. cerevisiae)	protein_coding
DNAJC16	DnaJ (Hsp40) homolog, subfamily C, member 16	protein_coding
PARP8	poly (ADP-ribose) polymerase family, member 8	protein_coding
CAMK2G	calcium/calmodulin-dependent protein kinase II gamma	protein_coding
NPTX1	neuronal pentraxin I	protein_coding
LETM2	leucine zipper-EF-hand containing transmembrane protein 2	protein_coding
STRAP	serine/threonine kinase receptor associated protein	protein_coding
RPTOR	regulatory associated protein of MTOR, complex 1	protein_coding
GLO1	glyoxalase I	protein_coding
HLA-A	major histocompatibility complex, class I, A	protein_coding
C20orf151	chromosome 20 open reading frame 151	protein_coding
ZNF619	zinc finger protein 619	protein_coding
TMEM144	transmembrane protein 144	protein_coding
THPO	thrombopoietin	protein_coding
ZNF831	zinc finger protein 831	protein_coding
CCDC111	coiled-coil domain containing 111	protein_coding
LHX3	LIM homeobox 3	protein_coding
NUDT18	nudix (nucleoside diphosphate linked moiety X)-type motif 18	protein_coding
ZFP106	zinc finger protein 106 homolog (mouse)	protein_coding
HOXD9	homeobox D9	protein_coding
TCOF1	Treacher Collins-Franceschetti syndrome 1	protein_coding
RP11-693N9.2		pseudogene
EDN3	endothelin 3	protein_coding
CRISP3	cysteine-rich secretory protein 3	protein_coding
GATA5	GATA binding protein 5	protein_coding
HOXD8	homeobox D8	protein_coding
CMTM6	CKLF-like MARVEL transmembrane domain containing 6	protein_coding
CDCA7L	cell division cycle associated 7-like	protein_coding
HR	hairless homolog (mouse)	protein_coding
CHRD	chordin	protein_coding
TRIM5	tripartite motif containing 5	protein_coding
ATP1A4	ATPase, Na+/K+ transporting, alpha 4 polypeptide	protein_coding
C20orf166	chromosome 20 open reading frame 166	protein_coding
RP11-298E9.3		antisense
C11orf46	chromosome 11 open reading frame 46	protein_coding
BLVRA	biliverdin reductase A	protein_coding
SLCO4A1	solute carrier organic anion transporter family, member 4A1	protein_coding
FGFR1	fibroblast growth factor receptor 1	protein_coding
CHMP6	charged multivesicular body protein 6	protein_coding
GPRIN3	GPRIN family member 3	protein_coding
OR4F6	olfactory receptor, family 4, subfamily F, member 6	protein_coding
OR4F15	olfactory receptor, family 4, subfamily F, member 15	protein_coding
DYNC1LI1	dynein, cytoplasmic 1, light intermediate chain 1	protein_coding
SMOC1	SPARC related modular calcium binding 1	protein_coding
PHACTR3	phosphatase and actin regulator 3	protein_coding
TSSK1B	testis-specific serine kinase 1B	protein_coding
SNCA	synuclein, alpha (non A4 component of amyloid precursor)	protein_coding
FUS	fused in sarcoma	protein_coding
CASQ1	calsequestrin 1 (fast-twitch, skeletal muscle)	protein_coding
SLC2A3	solute carrier family 2 (facilitated glucose transporter), member 3	protein_coding
ARHGAP11A	Rho GTPase activating protein 11A	protein_coding
VGLL4	vestigial like 4 (Drosophila)	protein_coding
MPPED2	metallophosphoesterase domain containing 2	protein_coding
HOXD3	homeobox D3	protein_coding
OR4F4	olfactory receptor, family 4, subfamily F, member 4	protein_coding
C10orf99	chromosome 10 open reading frame 99	protein_coding
YTHDC2	YTH domain containing 2	protein_coding
HOXD4	homeobox D4	protein_coding
BAIAP2	BAI1-associated protein 2	protein_coding
RP11-35N6.1	Lipid phosphate phosphatase-related protein type 1	protein_coding
NOL8	nucleolar protein 8	protein_coding
GUSBP5	glucuronidase, beta pseudogene 5	pseudogene
AGMAT	agmatine ureohydrolase (agmatinase)	protein_coding
IL31RA	interleukin 31 receptor A	protein_coding
QSOX2	quiescin Q6 sulfhydryl oxidase 2	protein_coding
BIN3	bridging integrator 3	protein_coding
C16orf62	chromosome 16 open reading frame 62	protein_coding
REEP4	receptor accessory protein 4	protein_coding
HOXD1	homeobox D1	protein_coding
CDHR1	cadherin-related family member 1	protein_coding
DNAH8	dynein, axonemal, heavy chain 8	protein_coding
MRPS24	mitochondrial ribosomal protein S24	protein_coding
MTX2	metaxin 2	protein_coding
TPST1	tyrosylprotein sulfotransferase 1	protein_coding
PGK2	phosphoglycerate kinase 2	protein_coding
C9orf3	chromosome 9 open reading frame 3	protein_coding
RP11-220I1.1		lincRNA
ZC3H7A	zinc finger CCCH-type containing 7A	protein_coding
RAB33A	RAB33A, member RAS oncogene family	protein_coding
CRISP1	cysteine-rich secretory protein 1	protein_coding
DDI2	DNA-damage inducible 1 homolog 2 (S. cerevisiae)	protein_coding
DDI2	DNA-damage inducible 1 homolog 2 (S. cerevisiae)	protein_coding
FBXW4P1	F-box and WD repeat domain containing 4 pseudogene 1	pseudogene
NTSR1	neurotensin receptor 1 (high affinity)	protein_coding
KCTD7	potassium channel tetramerisation domain containing 7	protein_coding
KCTD7	potassium channel tetramerisation domain containing 7	protein_coding
ZNF280C	zinc finger protein 280C	protein_coding
C20orf20	chromosome 20 open reading frame 20	protein_coding
SCG5	secretogranin V (7B2 protein)	protein_coding
NEU1	sialidase 1 (lysosomal sialidase)	protein_coding
GPSM1	G-protein signaling modulator 1	protein_coding
HNRNPA3	heterogeneous nuclear ribonucleoprotein A3	protein_coding
ZNF620	zinc finger protein 620	protein_coding
PEA15	phosphoprotein enriched in astrocytes 15	protein_coding
FAM8A1	family with sequence similarity 8, member A1	protein_coding
BAAT	bile acid CoA: amino acid N-acyltransferase (glycine N-choloyltransferase)	protein_coding
SNAP23	synaptosomal-associated protein, 23kDa	protein_coding
STEAP1B	STEAP family member 1B	protein_coding
RPS18	ribosomal protein S18	protein_coding
OGFR	opioid growth factor receptor	protein_coding
MCU	mitochondrial calcium uniporter	protein_coding
DCDC5	doublecortin domain containing 5	protein_coding
RP11-3J10.4		pseudogene
DCAF8	DDB1 and CUL4 associated factor 8	protein_coding
ZDHHC8P1	zinc finger, DHHC-type containing 8 pseudogene 1	pseudogene
ZNF621	zinc finger protein 621	protein_coding
GRM7	glutamate receptor, metabotropic 7	protein_coding
FAM73B	family with sequence similarity 73, member B	protein_coding
RSC1A1	regulatory solute carrier protein, family 1, member 1	protein_coding
SYCP2	synaptonemal complex protein 2	protein_coding
PLEKHM2	pleckstrin homology domain containing, family M (with RUN domain) member 2	protein_coding
SLC44A4	solute carrier family 44, member 4	protein_coding
NUP153	nucleoporin 153kDa	protein_coding
TTLL5	tubulin tyrosine ligase-like family, member 5	protein_coding
AC022182.3		lincRNA
LRRC57	leucine rich repeat containing 57	protein_coding
GREM1	gremlin 1	protein_coding
PACSIN3	protein kinase C and casein kinase substrate in neurons 3	protein_coding
B3GALT4	UDP-Gal:betaGlcNAc beta 1,3-galactosyltransferase, polypeptide 4	protein_coding
WDR46	WD repeat domain 46	protein_coding
HAUS2	HAUS augmin-like complex, subunit 2	protein_coding
HSD17B13	hydroxysteroid (17-beta) dehydrogenase 13	protein_coding
COL9A3	collagen, type IX, alpha 3	protein_coding
RP11-574F21.3	DDB1- and CUL4-associated factor 8	protein_coding
ZFYVE21	zinc finger, FYVE domain containing 21	protein_coding
KRT8P3	keratin 8 pseudogene 3	pseudogene
STARD9	StAR-related lipid transfer (START) domain containing 9	protein_coding
AATK	apoptosis-associated tyrosine kinase	protein_coding
NFE2L2	nuclear factor (erythroid-derived 2)-like 2	protein_coding
SLC8A3	solute carrier family 8 (sodium/calcium exchanger), member 3	protein_coding
EHMT2	euchromatic histone-lysine N-methyltransferase 2	protein_coding
HERC2P3	hect domain and RLD 2 pseudogene 3	pseudogene
RSPH10B	radial spoke head 10 homolog B (Chlamydomonas)	protein_coding
LGI3	leucine-rich repeat LGI family, member 3	protein_coding
CDAN1	congenital dyserythropoietic anemia, type I	protein_coding
IL6	interleukin 6 (interferon, beta 2)	protein_coding
GUSBP11	glucuronidase, beta pseudogene 11	pseudogene
PEX19	peroxisomal biogenesis factor 19	protein_coding
SLC25A34	solute carrier family 25, member 34	protein_coding
MRPL50	mitochondrial ribosomal protein L50	protein_coding
PAK3	p21 protein (Cdc42/Rac)-activated kinase 3	protein_coding
SYN2	synapsin II	polymorphic_pseudogene
FMN1	formin 1	protein_coding
LRIT2	leucine-rich repeat, immunoglobulin-like and transmembrane domains 2	protein_coding
URGCP	upregulator of cell proliferation	protein_coding
MMRN1	multimerin 1	protein_coding
TMEM82	transmembrane protein 82	protein_coding
GNG13	guanine nucleotide binding protein (G protein), gamma 13	protein_coding
GOLGA8G	golgin A8 family, member G	protein_coding
TTBK2	tau tubulin kinase 2	protein_coding
ZBTB9	zinc finger and BTB domain containing 9	protein_coding
EPHB3	EPH receptor B3	protein_coding
ZNF189	zinc finger protein 189	protein_coding
ZCCHC12	zinc finger, CCHC domain containing 12	protein_coding
AZI1	5-azacytidine induced 1	protein_coding
EGR3	early growth response 3	protein_coding
BAK1	BCL2-antagonist/killer 1	protein_coding
LRIT1	leucine-rich repeat, immunoglobulin-like and transmembrane domains 1	protein_coding
LRRC16A	leucine rich repeat containing 16A	protein_coding
RP11-117P22.1		lincRNA
PRR25	proline rich 25	protein_coding
FBLIM1	filamin binding LIM protein 1	protein_coding
OIT3	oncoprotein induced transcript 3	protein_coding
CTA-250D10.15		pseudogene
RP11-291L15.2		lincRNA
BUB1	budding uninhibited by benzimidazoles 1 homolog (yeast)	protein_coding
PFDN6	prefoldin subunit 6	protein_coding
C8orf86	chromosome 8 open reading frame 86	protein_coding
RP4-669P10.18		processed_transcript
LMF1	lipase maturation factor 1	protein_coding
RP11-117P22.2		lincRNA
FOXJ2	forkhead box J2	protein_coding
RP11-397P14.3		pseudogene
DERA	deoxyribose-phosphate aldolase (putative)	protein_coding
PEBP4	phosphatidylethanolamine-binding protein 4	protein_coding
RGL2	ral guanine nucleotide dissociation stimulator-like 2	protein_coding
RHOBTB2	Rho-related BTB domain containing 2	protein_coding
TACC1	transforming, acidic coiled-coil containing protein 1	protein_coding
LRRC28	leucine rich repeat containing 28	protein_coding
GLP1R	glucagon-like peptide 1 receptor	protein_coding
AC131180.4		pseudogene
DEFB133	defensin, beta 133	protein_coding
DEFB114	defensin, beta 114	protein_coding
MAGEF1	melanoma antigen family F, 1	protein_coding
IL6ST	interleukin 6 signal transducer (gp130, oncostatin M receptor)	protein_coding
SFTPC	surfactant protein C	protein_coding
RXFP1	relaxin/insulin-like family peptide receptor 1	protein_coding
COPA	coatomer protein complex, subunit alpha	protein_coding
Z83851.3		lincRNA
CNOT10	CCR4-NOT transcription complex, subunit 10	protein_coding
VPS8	vacuolar protein sorting 8 homolog (S. cerevisiae)	protein_coding
TTLL7	tubulin tyrosine ligase-like family, member 7	protein_coding
RYR3	ryanodine receptor 3	protein_coding
PDLIM4	PDZ and LIM domain 4	protein_coding
RGR	retinal G protein coupled receptor	protein_coding
HSD17B11	hydroxysteroid (17-beta) dehydrogenase 11	protein_coding
FAM55A	family with sequence similarity 55, member A	protein_coding
TAPBP	TAP binding protein (tapasin)	protein_coding
PANK4	pantothenate kinase 4	protein_coding
TOMM7	translocase of outer mitochondrial membrane 7 homolog (yeast)	protein_coding
OASL	2'-5'-oligoadenylate synthetase-like	protein_coding
RP5-1047A19.6		pseudogene
PLA2G12B	phospholipase A2, group XIIB	protein_coding
ALDOB	aldolase B, fructose-bisphosphate	protein_coding
BMP1	bone morphogenetic protein 1	protein_coding
C8orf75	chromosome 8 open reading frame 75	lincRNA
NCSTN	nicastrin	protein_coding
LONRF3	LON peptidase N-terminal domain and ring finger 3	protein_coding
NUDT9	nudix (nucleoside diphosphate linked moiety X)-type motif 9	protein_coding
KCNN2	potassium intermediate/small conductance calcium-activated channel, subfamily N, member 2	protein_coding
C2	complement component 2	protein_coding
UBR1	ubiquitin protein ligase E3 component n-recognin 1	protein_coding
SLC15A5	solute carrier family 15, member 5	protein_coding
NCK1	NCK adaptor protein 1	protein_coding
FMNL2	formin-like 2	protein_coding
SLC25A14	solute carrier family 25 (mitochondrial carrier, brain), member 14	protein_coding
DEFB113	defensin, beta 113	protein_coding
VAX1	ventral anterior homeobox 1	protein_coding
PPP1R13B	protein phosphatase 1, regulatory subunit 13B	protein_coding
DCDC1	doublecortin domain containing 1	protein_coding
FAM126A	family with sequence similarity 126, member A	protein_coding
SERHL	serine hydrolase-like	processed_transcript
FAM190A	family with sequence similarity 190, member A	protein_coding
KIF13A	kinesin family member 13A	protein_coding
DNLZ	DNL-type zinc finger	protein_coding
FAM55D	family with sequence similarity 55, member D	protein_coding
AC073869.20		pseudogene
DEFB110	defensin, beta 110 locus	protein_coding
AC093838.4		pseudogene
TNFRSF10B	tumor necrosis factor receptor superfamily, member 10b	protein_coding
CARD9	caspase recruitment domain family, member 9	protein_coding
AGPS	alkylglycerone phosphate synthase	protein_coding
MTRNR2L8	MT-RNR2-like 8	protein_coding
MTRNR2L8	MT-RNR2-like 8	protein_coding
P2RX7	purinergic receptor P2X, ligand-gated ion channel, 7	protein_coding
MGST1	microsomal glutathione S-transferase 1	protein_coding
POTEKP	POTE ankyrin domain family, member K, pseudogene	pseudogene
WDR96	WD repeat domain 96	protein_coding
HES5	hairy and enhancer of split 5 (Drosophila)	protein_coding
ITFG3	integrin alpha FG-GAP repeat containing 3	protein_coding
C17orf56	chromosome 17 open reading frame 56	protein_coding
DEFB112	defensin, beta 112	protein_coding
PRPF40A	PRP40 pre-mRNA processing factor 40 homolog A (S. cerevisiae)	protein_coding
SLC5A10	solute carrier family 5 (sodium/glucose cotransporter), member 10	protein_coding
ZBTB22	zinc finger and BTB domain containing 22	protein_coding
